,Title,Price,CPU Model,Style,Memory Storage Capacity,Switch Type,Brand,Average Battery Life (in hours),Data Transfer Rate,Manufacturer,Contact Type,Processor,Hard Drive,CPU Speed,Cover Material,Graphics Coprocessor,Domestic Shipping,Keyboard layout,Country of Origin,Series,Special Features,Item model number,Special Feature,Connectivity technologies,ASIN,Generation,Model Name,Screen Resolution,Theme,Material,Ink Color,Max Screen Resolution,Best Sellers Rank,Standing screen display size,International Shipping,Package Dimensions,Current Rating,Size,Operating Voltage,Date First Available,Cable Type,Hard Disk Size,Item Weight,Batteries,Department,Wireless Type,Material Type,Hardware Interface,Product Dimensions,Color,Number of USB 3.0 Ports,Screen Size,Item Thickness,Form Factor,RAM,Number of Keys,Connector Gender,Connector Type,Compatible Devices,Operation Mode,Manufacturer Part Number,Number of Buttons,Number of USB 2.0 Ports,Voltage,Ram Memory Installed Size,Keyboard Description,Operating System,Keyboard backlighting color support,Included Components,Water Resistance Level,Power Source,Customer Reviews,Language,Terminal,Chipset Brand,Is Discontinued By Manufacturer,Hardware Platform,Other display features,Number of Ports,Item Dimensions LxWxH,Connectivity Technology,Card Description
377,"Fiodio Rainbow Wired Gaming Computer Keyboard and Mouse Combo, Ergonomic Keyboards with Wrist Rest, 104 Multimedia Keys, 1600 DPI Gamer Mouse for Windows PC and Desktop",$25.74,,,,,Fiodio,,,Fiodio,,,,,,,,,China,F-1100,,F-1100,Lighting,,B08616PZQK,,,,,,,,"#845 in Video Games (See Top 100 in Video Games)
#50 in PC Gaming Keyboards",,,,,,,"July 19, 2020",,,2.4 pounds,,,,,,17 x 7 x 1 inches,Rainbow,,,,,,104,,,,,,,,,,,,,,,,"905 ratings
4.4 out of 5 stars",,,,,"Laptop, PC, Computer",,,17 x 7 x 1 inches,USB,
378,"Ergonomic Wireless Keyboard Mouse, ProtoArc EKM01 Ergo Bluetooth Keyboard and Mouse Combo, Split Design, Palm Rest, Multi-Device, Rechargeable, Windows/Mac/Android",109,,,,,ProtoArc,,,ProtoArc,,,,,,,,,China,,,EKM01,,,B09T3F7DZN,,,,,,,,#118 in Computer Keyboard & Mouse Combos,,,17.56 x 11.69 x 2.56 inches,,,,"February 22, 2022",,,3.15 pounds,1 Lithium Polymer batteries required. (included),,,,,,Black,,,,,,,,,,,,,,,,,"Windows, Mac OS, Android",,,,Battery Powered,"7 ratings
5.0 out of 5 stars",,,,,,,,,"Bluetooth, 2.4GHz",
379,Redragon S107 Gaming Keyboard and Mouse Combo Large Mouse Pad Mechanical Feel RGB Backlit 3200 DPI Mouse for Windows PC (Keyboard Mouse Mousepad Set),28,,,,,Redragon,,,Redragon,,,,,,,,,,,,S107,"Lighting, Water Resistant",,B079FDYJGL,,,,,,,,"#2,209 in Video Games (See Top 100 in Video Games)
#146 in PC Gaming Keyboards",,,,,,,"January 29, 2018",,,14.1 ounces,,,,,,17.32 x 5.31 x 1.34 inches,Keyboard Mouse Mousepad Set,,,,,,104,,,,,,,,,,,,,,,,"5,349 ratings
4.6 out of 5 stars",,,,No,PC,,,17.32 x 5.31 x 1.34 inches,Wired,
380,"Wireless Keyboard and Mouse, Rechargeable 2.4GHz Ultra-Slim Keyboard Mouse Combo with Whisper-Quiet Mouse for Windows, Laptop, PC, Desktop - Black",23,,,,,Nasuque,,,Nasuque,,,,,,,,,China,,,,,,B09Y19RHK5,,,,,,,,#182 in Computer Keyboard & Mouse Combos,,,15.43 x 5.31 x 1.61 inches,,,,"April 15, 2022",,,1.34 pounds,,,,,,,Black,,,,,,,,,,,,,,,,,Windows xp,,,,Battery Powered,"23 ratings
4.7 out of 5 stars",,,,,,,,,Wi-Fi Built In,
381,"Rii RK100+ White Gaming Keyboard,USB Wired Multiple Colors Rainbow LED Backlit Large Size Mechanical Feeling Ultra-Slim Multimedia Office Keyboard Non-Slip for Primer Gaming and Working,Office Device",14,,,,,Rii,,,Riitek,,,,,,,,,,,,4328321916,Non-slip,,B073P2H4J5,,,,,,,,"#3,100 in Video Games (See Top 100 in Video Games)
#42 in Mac Gaming Keyboards
#690 in PC Accessories",,,17.72 x 6.93 x 1.54 inches,,,,"July 2, 2017",,,1.7 pounds,,,,,,,White,,,,,,104,,,"Laptop, Smart TV",,,104,,,,Gaming,,,,,,"2,744 ratings
4.4 out of 5 stars",,,,No,,,,,Wired,
382,"Typewriter Mechanical Gaming Keyboard with RGB Side Lit and Rainbow Backlit, Retro Style, Red Switches, Lipstick 104 Keys for Mac, PC, Cute Pink",48,,,,,HUO JI,,,HUO JI,,,,,,,,,China,,,,Backlit,,B09V2NCJX5,,,,,"Acrylonitrile Butadiene Styrene, Metal",,,"#9,557 in Video Games (See Top 100 in Video Games)
#709 in PC Gaming Keyboards",,,,,,,"March 31, 2021",,,2 pounds,,,,,,16.9 x 4.84 x 1.46 inches,"Lipstick, red switches",,,,,,104,,,"PS, Gaming Console",,,104,,,,,,,,,,"73 ratings
4.5 out of 5 stars",,,,No,,,,16.9 x 4.84 x 1.46 inches,USB,
383,"Apple Magic Keyboard (Wireless, Rechargable) (US English) - Silver (Renewed)",$82.99,,Keyboard Only,,,Apple,,,Apple Computer,,,,,,,,,,,,Magic Keyboard,Travel,,B07Q6NSDT8,,,,,,,,#313 in Computer Keyboards,,,,,,,"March 29, 2019",,,13.6 ounces,,,,,,11.5 x 1 x 5 inches,Silver,,,,,,,,,,,,,,,,,"Mac Os x, Mac os x el capitan",,,,,"65 ratings
4.4 out of 5 stars",,,,No,,,,11.5 x 1 x 5 inches,Wireless,
384,"Snpurdiri 60% Wired Gaming Keyboard, RGB Ultra-Compact Mini Keyboard, Waterproof Mechanical Feeling Small Keyboard for PC/Mac Gamer, Typist, Travel, Easy to Carry on Business Trip (Wathet-Blue)",29,,,,,Snpurdiri,,,SnpurTech,,,,,,,,,China,,,,"Waterproof,Travel",,B09SKP812S,,,,,,,,"#8,120 in Video Games (See Top 100 in Video Games)
#431 in Mac Games & Accessories
#602 in PC Gaming Keyboards",,,12.6 x 5.28 x 2.05 inches,,,,"February 16, 2022",,,1.14 pounds,,,,,,,Wathet and Blue,,,,,,,,,PC,,,,,,,薄膜,,,,,,"2,651 ratings
4.3 out of 5 stars",,,,,,,,,"Wireless, Wired",
385,"DIERYA DK63N Wireless Wired 60% Mechanical Keyboard, with Arrow Keys, RGB Backlit Gaming Keyboard, Type-C Cable Bluetooth Keyboard Full Keys Programmable, 63 Keys Compact Keyboard(Brown Switch)",$42.99,,,,,DIERYA,,,DIERYA,,,,,,,,,China,,,DK63N,Travel,,B091THDXJG,,"MacBook Pro, Xbox, PS4, Windows 8, Windows 10, iPhone, Android",,,,,,"#5,819 in Video Games (See Top 100 in Video Games)
#108 in Mac Gaming Keyboards
#424 in PC Gaming Keyboards",,,13.07 x 5.59 x 1.85 inches,,,,"April 1, 2021",,,1.79 pounds,1 Lithium Polymer batteries required. (included),,,,,,White-Upgrade,,,,,,63,,,,,,63,,,,Gaming,,RGB,,,,"5,530 ratings
4.4 out of 5 stars",,,,,,,,,"Bluetooth, USB",
386,"Arteck Universal Backlit 7-Colors Bluetooth Touch TV Keyboard with Easy Media Control and Build-in Touchpad for TV-Connected Computer, Smart TV, Desktop, Laptop, iPad, Surface, Tablet, HTPC",34,,,,,Arteck,,,Arteck,,,,,,,,,China,,,,"Backlit, Rechargeable",,B09KLPJQPD,,,,,,,,#121 in Computer Keyboard & Mouse Combos,,,15.79 x 4.72 x 0.91 inches,,,,"October 28, 2021",,,1.12 pounds,,,,,,,,,,,,,,,,"Laptop, Smart TV, PC, Tablet",,,,,,,US,"Mac OS, IOS, Windows 10, Android",,,,,"110 ratings
4.2 out of 5 stars",,,,,,,,,Bluetooth,
387,"Gaming Keyboard, Wired Keyboard with RGB Backlit, Full Size Keyboard with White&Pink Mixed Color Keycaps, Keyboard with 26 Keys Anti-ghosting for Computer/PC/Laptop/Mac/Windows/Office",$19.99,,,,,Camiysn,,,Camiysn,,,,,,,,,China,,,,Pink and whtie mixed color keycaps gaming keyboard with rgb backlit,,B09MCZLRQP,,White and pink keycaps gaming keyboard with rgb backlit,,,,,,"#9,705 in Video Games (See Top 100 in Video Games)
#725 in PC Gaming Keyboards",,,,,,,"November 22, 2021",,,1.41 pounds,,,,,,17.32 x 5.12 x 1.57 inches,"Pink, White",,,,,,104,,,PC/LAPTOP/Windows/Mac,,,,,,,Membrane gaming keyboard with rgb backlit,,RGB,Wired keyboard,,,"2 ratings
5.0 out of 5 stars",,,,,,,,,USB WIRED,
388,"Wireless Keyboard and Mouse Combo, ZeroPing 2.4GHz Slim Full Size Quiet Wireless Keyboard Mouse Combo with 19 Shortcut Keys and Number Pad for Windows, Mac OS, Desktop, Laptop, PC (Black)",$33.99,,,,,Zeroping,,,zeroping,,,,,,,,,China,,,,,,B09NNK3BRF,,,,,,,,#91 in Computer Keyboard & Mouse Combos,,,16.89 x 5.04 x 2.05 inches,,,,"December 15, 2021",,,1.7 pounds,,,,,,,Black,,,,,,,,,,,,,,,,,"Chrome OS, Mac OS, Windows 2000",,,,Battery Powered,"44 ratings
4.4 out of 5 stars",,,,,,,,,"RF, USB",
389,"Wireless Keyboard and Mouse Combo, Blue Retro Wireless Keyboard with Round Keycaps, 2.4GHz Dropout-Free Connection, Cute Wireless Mouse, Compatible with PC/Laptop/Mac/Windows XP/7/8/10 (Blue-Colorful)",43,,,,,MOFII,,,MJ,,,,,,,,,China,,,,,,B08N4B8Z1J,,,,,,,,#39 in Computer Keyboard & Mouse Combos,,,,,,,"November 10, 2020",,,1.45 pounds,,,,,,17.5 x 5.35 x 1.38 inches,Blue Colorful-B,,,,,,,,,,,,,,,,,"Windows me, Windows xp, Windows 8, Windows 7, Windows vista, Mac os, Windows 2000, Windows 98, Window… See more",,,,Battery Powered,"694 ratings
4.5 out of 5 stars",,,,No,,,,,USB,
390,HP USB Slim Business Keyboard,18,,,,,HP,,,Hewlett Packard,,,,,,,,,,HP 803181-001,,N3R87AT#ABA,Ergonomic,,B01BQ8S45M,,,,,,,,#57 in Computer Keyboards,,,,,,,"September 27, 2017",,,7.2 ounces,,,,,,18 x 6.6 x 1.1 inches,Black,,,,,,104,,,Any computer with a USB port,,,,,,,Slimline,,Single Color,USB Cable,,,"2,376 ratings
4.6 out of 5 stars",,,,No,,,,18 x 6.6 x 1.1 inches,USB,
391,"MageGee MK-Mini 60% Mechanical Gaming Keyboard, 61 Keys TKL Compact Gaming Keyboard with Blue Switches, Portable White LED Backlit USB Type-C Wired Office Keyboard for PC Laptop Computer, Pink",24,,,,,MageGee,,,MageGee,,,,,,,,,,,,,"Ergonomic, Backlit",,B091HNLGG5,,,,,,,,"#9,646 in Video Games (See Top 100 in Video Games)
#191 in Mac Gaming Keyboards
#719 in PC Gaming Keyboards",,,12.4 x 4.84 x 1.81 inches,,,,"April 1, 2021",,,1.34 pounds,,,,,,,Pink / Blue Switch,,,,,,61,,,"Laptop, PC",,,61,,,,Gaming,,,,,,"177 ratings
4.5 out of 5 stars",,,,,,,,,USB,
392,"POWZAN Wireless Keyboard and Mouse, Ultra Slim Compact Full Size Wireless Keyboard Mouse Combo for Computer, PC, Desktop, Laptop with Windows / Mac OS, Black Gray",28,,,,,POWZAN,,,POWZAN,,,,,,,,,China,,,,,,B09WRT98X3,,,,,,,,#808 in Computer Keyboard & Mouse Combos,,,,,,,"May 12, 2022",,,1.52 pounds,,,,,,16.93 x 5.28 x 0.94 inches,Black Gray,,,,,,,,,,,,,,,,,"Mac OS X, Linux, All Windows Server Versions 2000, DOS, IOS, Android, Windows 10",,,,Battery Powered,"105 ratings
4.3 out of 5 stars",,,,,,,,,USB,
393,"SADES V2020 Wireless Keyboard and Mouse Combo, White Colorful Wireless Keyboard with Round Keycaps,2.4GHz Dropout-Free Connection,Long Battery Life,Cute Wireless Moues for PC/Laptop/Mac",43,,,,,SADES,,,SADES,,,,,,,,,,,,,,,B089LNDWFB,,,,,,,,#154 in Computer Keyboard & Mouse Combos,,,,,,,"July 19, 2020",,,2.29 pounds,2 AA batteries required. (included),,,,,17.72 x 5.51 x 14.96 inches,White Colorful,,,,,,,,,,,,,,,,,"Windows me, Windows xp, Mac os x tiger, Windows 8, Windows vista, Windows 7, Mac os, Windows 2000,… See more",,,,Battery Powered,"5,242 ratings
4.5 out of 5 stars",,,,,,,,,"RF, USB",
394,"Wireless Keyboard, WisFox 2.4GHz Compact Quiet Computer Keyboard, Ergonomic Full Size Ultra Slim USB Keyboard with Number Pad for Laptop, Desktop, PC, Windows 7/8/10/XP, Mac (Black and Grey)",25,,,,,WisFox,,,WisFox,,,,,,,,QWERTY,,,,,Lightweight,,B091C8PZT1,,,,,,,,#109 in Computer Keyboards,,,16.89 x 5.04 x 1.34 inches,,,,"March 30, 2021",,,1.3 pounds,,,,,,,Black and Grey,,,,,,110,,,"Laptop, PC, Smart TV",,,,,,,"Easy Setup, Ultra Slim, Battery Saving, Noiseless","Linux, Chrome OS, Windows, Mac OS",,,,,"730 ratings
4.4 out of 5 stars",,,,,,,,,Micro USB,
395,"K63 Wireless Gaming Keyboard, Rechargeable 1850mAh 2.4G LED Backlit Wireless Keyboard, Ergonomic Keyboard with Mechanical Sensory Keys, for PC PS4 Xbox One Mac, Teclado Gamer (Black)",37,,,,,Kchibo,,,W/C,,,,,,,,,,,,K63,背光 防水,,B09NLLXYW6,,K63,,,,,,"#13,387 in Computer Keyboards",,,,,,,"December 14, 2021",,,1.33 pounds,1 Lithium ion batteries required. (included),,,,,12.2 x 4.72 x 1.57 inches,Black,,,,,,63,,,电脑及外设,,,,,,,薄膜,,RGB,USB 电缆,,,,,,,,,,,,USB-A,
396,"Wireless Keyboard and Mouse Combo, 3 DPI Adjustable Wireless Mice with USB Nano Receiver(in Mouse Compartment), E-YOOSO 2.4G Full-Sized Keyboard Mouse Combo with Large Wrist Rest, for Laptop/Windows",29,,,,,E-YOOSO,,,E-YOOSO,,,,,,,,,China,,,,,,B09PZSHFLL,,,,,,,,#770 in Computer Keyboard & Mouse Combos,,,17.76 x 10.98 x 1.85 inches,,,,"January 8, 2022",,,1.87 pounds,,,,,,,,,,,,,,,,,,,,,,,,"All Windows Server Versions 2000, Mac OS, Windows 2000, Windows 11, Windows 7/8/8.1, Windows 10",,,,Battery Powered,"39 ratings
4.5 out of 5 stars",,,,,,,,,"RF, USB",
397,"Brydge 12.3 Pro+ Wireless Keyboard Type Cover with Precision Touchpad | Compatible with Microsoft Surface Pro 7, 6, 5 & 4 | Designed for Surface | (Black)",149,,,,,Brydge,,,Brydge,,,,,,,,,USA,,,BRY7012,"Precision Touchpad, Backlit Keys",,B08CWTKZQV,,Brydge 12.3 Pro+,,,,,,#54 in Tablet Keyboards,,,,,,,"July 13, 2020",,,1.46 pounds,1 Lithium Polymer batteries required. (included),,,,,11.5 x 7.92 x 0.28 inches,Black,,,,,,78,,,"Laptop, Tablet",,,,,,,Standalone,,Single Color,USB-C Cable,,,"319 ratings
4.2 out of 5 stars",,,,,,,,,Bluetooth,
398,"POWZAN Wireless Keyboard and Mouse, Ultra Slim Compact Full Size Wireless Keyboard Mouse Combo for Computer, PC, Desktop, Laptop with Windows / Mac OS, Black Gray",28,,,,,POWZAN,,,POWZAN,,,,,,,,,China,,,,,,B09WRT98X3,,,,,,,,#808 in Computer Keyboard & Mouse Combos,,,,,,,"May 12, 2022",,,1.52 pounds,,,,,,16.93 x 5.28 x 0.94 inches,Black Gray,,,,,,,,,,,,,,,,,"Mac OS X, Linux, All Windows Server Versions 2000, DOS, IOS, Android, Windows 10",,,,Battery Powered,"105 ratings
4.3 out of 5 stars",,,,,,,,,USB,
399,"SADES V2020 Wireless Keyboard and Mouse Combo, White Colorful Wireless Keyboard with Round Keycaps,2.4GHz Dropout-Free Connection,Long Battery Life,Cute Wireless Moues for PC/Laptop/Mac",43,,,,,SADES,,,SADES,,,,,,,,,,,,,,,B089LNDWFB,,,,,,,,#154 in Computer Keyboard & Mouse Combos,,,,,,,"July 19, 2020",,,2.29 pounds,2 AA batteries required. (included),,,,,17.72 x 5.51 x 14.96 inches,White Colorful,,,,,,,,,,,,,,,,,"Windows me, Windows xp, Mac os x tiger, Windows 8, Windows vista, Windows 7, Mac os, Windows 2000,… See more",,,,Battery Powered,"5,242 ratings
4.5 out of 5 stars",,,,,,,,,"RF, USB",
400,"60% Mechanical Gaming Keyboard, Grey&White Gaming Keyboard with Hot Swappable Clicky Blue Switches, Wired Detachable Type-C Cable Mini Keyboard with Powder Blue Backlight for Windows/Mac/PC/Laptop",$29.99,,,,,Camiysn,,,Camiysn,,,,,,,,,China,,,cstar61-whitegrey-blue,"Ergonomic, Backlit",,B09WMC9VLQ,,,,,,,,"#6,625 in Video Games (See Top 100 in Video Games)
#126 in Mac Gaming Keyboards
#493 in PC Gaming Keyboards",,,13.39 x 5.83 x 2.05 inches,,,,"March 28, 2022",,,1.5 pounds,,,,,,,Blue,,,,,,61,,,"Laptop, PC",,,61,,,,,,,,,,"260 ratings
4.5 out of 5 stars",,,,,,,,,USB,
401,"Corsair K95 RGB Platinum XT Mechanical Gaming Keyboard, Backlit RGB LED, Cherry MX RGB Blue, Black",199,,MX Blue,,,Corsair,,,Corsair,,,,,,,,,China,CORSAIR K95 RGB PLATINUM XT,,CH-9127411-NA,Backlit,,B082GRQ8XM,,,,,,,,"#6,247 in Video Games (See Top 100 in Video Games)
#455 in PC Gaming Keyboards",,,,,,,"January 6, 2020",,,2.88 pounds,,,,,,18.3 x 6.7 x 1.4 inches,Black,,,,,,110,,,Gaming Console,,,,,,,Gaming,"Mac OS X 10.12 Sierra, Windows 10",,,,,"2,606 ratings
4.7 out of 5 stars",,,,,PC,,,18.3 x 6.7 x 1.4 inches,Wired,
402,"Gaming Keyboard, USB Wired Keyboard with Metal Panel Rainbow Backlight, LED Illuminated Keyboard with Ergonomic Wrist Rest, Shortcuts, 19-Key Anti-Ghosting, Laptop & Desktop PC Wired Computer Keyboard",12,,Contemporary,,,HovingTech,,,HovingTech,,,,,,,,,,,,,Hotkeys and Media Keys,,B09V193THR,,,,,,,,#530 in Computer Keyboards,,,17.63 x 8.07 x 1.46 inches,,,,"March 7, 2022",,,2.35 pounds,,,,,,,Black,,,,,,104,,,PC,,,,,,,Flexible,,RGB,USB Cable,,,"4 ratings
5.0 out of 5 stars",,,,,,,,,USB-A,
403,"HyperX Pudding Keycaps - Double Shot PBT Keycap Set with Translucent Layer, for Mechanical Keyboards, Full 104 Key Set, OEM Profile, English (US) Layout - White",24,,Translucent,,,HyperX,,,HyperX,,,,,,,,,China,HyperX Pudding Keycaps,,HKCPXP-WT-US/G,Lighting,,B087QTR4CT,,,,,Polybutylene Terephthalate,,,"#676 in Video Games (See Top 100 in Video Games)
#31 in PC Gaming Keyboards",,,,,,,"May 17, 2020",,,6.7 ounces,,,,,,5.7 x 5.1 x 1.4 inches,White,,,,,,104,,,"Fits all HyperX mechanical keyboards, Fits most mechanical keyboards with standard bottom row",,,,,,,Gaming,,,,,,"5,522 ratings
4.7 out of 5 stars",English,,,,PC,,,5.7 x 5.1 x 1.4 inches,,
404,Arteck HW193 2.4G Wireless Keyboard Stainless Steel Ultra Slim Full Size Keyboard with Numeric Keypad for Computer/Desktop/PC/Laptop/Surface/Smart TV and Windows 11/10/8 Built in Rechargeable Battery,$29.99,,,,,Arteck,,,Arteck,,,,,,,,,China,,,HW193,Wireless,,B07VV9KMSQ,,,,,Stainless Steel,,,#70 in Computer Keyboards,,,,,,,"July 31, 2019",,,12.7 ounces,1 Lithium ion batteries required. (included),,,,,14.5 x 4.9 x 0.6 inches,Black,,,,,,,,,"Laptop, Smart TV, PC",,,,,,,Ergonomic,Windows 10,,,,,"1,903 ratings
4.5 out of 5 stars",,,,,,,,14.5 x 4.9 x 0.6 inches,Wireless,
405,LED Backlit Wired Keyboard and Mouse Gaming Combo Mechanical Feeling Rainbow Backlight Emitting Character 3200DPI Adjustable USB Mice Compatible with PC Raspberry Pi iMac TDW910(White),20,,,,,CHONCHOW,,,CHONCHOW,,,,,,,,,,,,,Backlit,,B07GB1QYYZ,,,,,Acrylonitrile Butadiene Styrene,,,"#6,698 in Video Games (See Top 100 in Video Games)
#1,844 in PC Games & Accessories",,,,,,,"August 9, 2018",,,1.7 pounds,,,,,,17 x 5 x 1.2 inches,White,,,,,,104,,,Gaming Console,,,104,,,,Gaming,,,,,,"4,564 ratings
4.3 out of 5 stars",,,,No,,,,17 x 5 x 1.2 inches,USB,
406,"Snpurdiri 60% Wired Gaming Keyboard, RGB Ultra-Compact Mini Keyboard, Waterproof Mechanical Feeling Small Keyboard for PC/Mac Gamer, Typist, Travel, Easy to Carry on Business Trip (Blue-Wathet)",29,,,,,Snpurdiri,,,SnpurTech,,,,,,,,,China,,,13978270031,"Waterproof,Travel",,B09SKV1646,,,,,,,,"#11,521 in Video Games (See Top 100 in Video Games)
#858 in PC Gaming Keyboards",,,12.6 x 5.2 x 1.97 inches,,,,"February 16, 2022",,,1.12 pounds,,,,,,,Blue and Wathet,,,,,,25,,,PC,,,,,,,薄膜,,,,,,"2,651 ratings
4.3 out of 5 stars",,,,,,,,,"Wireless, Wired",
407,"2022 Lenovo IdeaPad 3 15 Laptop, 15.6"" FHD Touchscreen, 11th Intel Quad-Core i5-1135G7 (Beats i7-1065G7), 20GB RAM, 512GB PCIe SSD, Backlit Keyboard, WiFi 6, HDMI, Windows, Goldoxis Card",739,Core i5-10210U,,,,Lenovo,,,,,4.2 GHz core_i5_10210u,512 GB SSD,4.2 GHz,,Intel Iris Xe Graphics,,,,Lenovo Ideapad,,,,,B09N31C59K,,,,,,,1920 x 1080 Pixels,"#40,582 in Computers & Accessories (See Top 100 in Computers & Accessories)
#7,497 in Traditional Laptop Computers",15.6 Inches,,,,,,"December 1, 2021",,512 GB,,,,,,,,Gray,,15.6 Inches,,,20 GB DDR4,,,,,,,,,,20 GB,,Windows 10 S,,,,,"4 ratings
5.0 out of 5 stars",,,Intel,,,,,,,
408,Arteck 2.4G Wireless Keyboard Stainless Steel Ultra Slim Full Size Keyboard with Numeric Keypad for Computer/Desktop/PC/Laptop/Surface/Smart TV and Windows 10/8/ 7 Built in Rechargeable Battery,19,,,,,Arteck,,,Arteck,,,,,,,,,,,,,"Ergonomic, Rechargeable",,B08B3FFJJ5,,,,,"Stainless Steel, Metal",,,#482 in Computer Keyboards,,,17.76 x 6.38 x 0.87 inches,,,,"June 12, 2020",,,1.43 pounds,1 Lithium ion batteries required. (included),,,,,,Black,,,,,,,,,"Laptop, Smart TV, PC",,,,,,,Ergonomic,Windows 10,,,,,"172 ratings
4.6 out of 5 stars",,,,,,,,,USB,
409,"Wireless Gaming Keyboard and Mouse Combo, Rainbow Backlit Mechanical Feeling Rechargeable Full Size Anti-ghosting Keyboard with Tablet/Phone Bracket, Long Battery Life for PC Gamer",43,,,,,Snpurdiri,,,SnpurTech,,,,,,,,,China,,,GT2105,,,B09NR3L7F8,,,,,,,,"#4,728 in Video Games (See Top 100 in Video Games)
#345 in PC Gaming Keyboards",,,17.56 x 9.69 x 1.93 inches,,,,"December 17, 2021",,,2.78 pounds,2 Lithium ion batteries required. (included),,,,,,Black,,,,,,,,,,,,,,,,,"Linux, Windows 7",,,,Battery Powered,"52 ratings
4.2 out of 5 stars",,,,,,,,,Wireless,
410,"Wireless Ergonomic Split Keyboard with OLED Screen and Removable Wrist Rest, DELUX [Vivid Ergo] Series, Multi-Device Rechargeable Keyboards with Numeric Pad, Compatible with Windows, Mac (GM903 -Blue)",69,,,,,DeLUX,,,DELUX,,,,,,,,,,,,GM903-Blue,"Ergonomic, Wrist Rest, Rechargeable",,B09QC4W97H,,GM903CV,,,Faux Leather,,,#514 in Computer Keyboards,,,,,,,"January 13, 2022",,,1.67 pounds,,,,,,9.13 x 16.3 x 1.46 inches,Blue,,,,,,101,,,"IPhone, Android",,,101,,,,,,,,,,,,,,No,,,,9.13 x 16.3 x 1.46 inches,Wireless,
411,"Wireless Keyboard, Trueque Aluminum Ultra-Thin Silent Keyboard, 2.4GHz Full-Size USB Keyboard with 18 Multimedia Keys & Numeric Keypad for Laptop, Computer, Chromebook, Windows, PC, Desktop, Mac-Grey",29,,,,,Trueque,,,Trueque,,,,,,,,,China,,,,Ergonomic,,B09J2LSCBX,,,,,Metal,,,#322 in Computer Keyboards,,,17.05 x 5.16 x 1.34 inches,,,,"October 9, 2021",,,1.53 pounds,2 AAA batteries required.,,,,,,Grey,,,,,,110,,,"Laptop, Computer, PC, Desktop, Notebook",,,,,,,"Ultra-thin, Ergonomic, Silent, Aluminum","All Windows system, Mac",,,,,"69 ratings
4.4 out of 5 stars",,,,No,,,,,Wireless,
412,"Pink Keyboard and Mouse, Cat Ear Headset & Mouse Pad(35x15 in) Combo, RGB Gaming Mice with 6400DPI, Gaming Headphones with Noise Cancelling Mic for Gamer/Live Streamer, Rainbow Backlit Keyboard",$69.99,,,,,Generic,,,Generic,,,,,,,,,China,,,,"Ergonomic, Backlit",,B09QG2RCPL,,,,,,,,"#4,580 in Video Games (See Top 100 in Video Games)
#83 in Mac Gaming Keyboards
#337 in PC Gaming Keyboards",,,17.76 x 9.06 x 5.55 inches,,,,"April 19, 2022",,,4.84 pounds,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,"2 ratings
4.5 out of 5 stars",,,,,,,,,,
413,"Rechargeable Wireless Keyboard Mouse, 2.4GHz Ultra Slim Full Size Wireless Keyboard Mouse Combo for Laptop, Notebook, PC, Desktop, Computer, Windows OS",25,,,,,TechGround,,,TechGround,,,,,,,,,China,,,,,,B09QGP16MY,,,,,,,,#135 in Computer Keyboard & Mouse Combos,,,17.52 x 5.28 x 1.65 inches,,,,"January 14, 2022",,,1.54 pounds,,,,,,,White Purple,,,,,,,,,,,,,,,,,"Windows Vista, Windows XP, Windows 8, Windows 7, Windows 10",,,,Battery Powered,"64 ratings
4.6 out of 5 stars",,,,,,,,,"RF, USB",
414,"cimetech Wireless Keyboard, 2.4G Advanced Full Size Keyboard with Number Pad, Silent Ergonomic Keyboard and 110 Keys, for Laptop, Desktop, PC, Mac, Windows 10/8/7/XP, Battery Included (Pink)",27,,,,,Cimetech,,,cntorich,,,,,,,,,China,,,,Ergonomic,,B08CGWCKW8,,,,,Rubber,,,#218 in Computer Keyboard & Mouse Combos,,,17.3 x 5.5 x 1.5 inches,,,,"March 19, 2021",,,1.45 pounds,,,,,,,Pink,,,,,,110,,,"Laptop, PC",,,110,,,,Ergonomic,"Windows XP, Windows Vista, Mac os",,,,,"1,276 ratings
4.4 out of 5 stars",,,,,,,,,USB,
415,"RGB Compact Gaming Keyboard, CHONCHOW USB Wired 87 Keys Gaming Keyboard LED Rainbow Backlit Tenkeyless Gaming Keyboard TKL Keyboard Gaming RGB Keyboard for Laptop Ps4 Xbox PC Computer Game and Work",$26.99,,Membrane,,,CHONCHOW,,,CHONCHOW,,,,,,,,,China,,,N-103,RGB Rainbow LED Backlit Light Up Waterproof 87 Key,,B08BFD9NQH,,,,,,,,"#4,733 in Video Games (See Top 100 in Video Games)
#99 in Xbox Accessories
#346 in PC Gaming Keyboards
#422 in PlayStation 4 Accessories",,,,,,,"September 23, 2020",,,1.35 pounds,,,,,,14 x 5 x 1.2 inches,Black,,,,,,87,,,PC Laptop PS3 PS4 PS5 XBOX Mac,,,,,,,Gaming，Work,,RGB,,,,"1,111 ratings
4.4 out of 5 stars",,,,No,,,,14 x 5 x 1.2 inches,USB,
